patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts,misspelt_words,misspelt
US1641123A,1926-10-04,Draining system for mausoleums,"['Draining', 'system', 'for', 'mausoleums']","[('Draining', 'VBG'), ('system', 'NN'), ('for', 'IN'), ('mausoleums', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PRODUCT'],0,0,5,0,0,{'mausoleums'},1
US1641124A,1926-10-04,Ventilating system for mausoleums,"['Ventilating', 'system', 'for', 'mausoleums']","[('Ventilating', 'VBG'), ('system', 'NN'), ('for', 'IN'), ('mausoleums', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",['PRODUCT'],0,0,5,0,0,{'mausoleums'},1
US1641135A,1922-08-05,Looper actuating mechanisms for sewing machines,"['Looper-actuating', 'mechanisms', 'for', 'sewing', 'machines']","[('Looper-actuating', 'JJ'), ('mechanisms', 'NNS'), ('for', 'IN'), ('sewing', 'VBG'), ('machines', 'NNS')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'actuating'},1
US1641158A,1922-05-25,Tractor cultivator combination,"['Tractor-cultivator', 'combination']","[('Tractor-cultivator', 'NN'), ('combination', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'cultivator'},1
US1641192A,1926-09-13,Iceless refrigerator tank,"['Iceless', 'refrigerator', 'tank']","[('Iceless', 'NNP'), ('refrigerator', 'NN'), ('tank', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'iceless'},1
US1641193A,1927-09-06,Assickktob to the diamond,"['Assickktob', 'to', 'the', 'diamond']","[('Assickktob', 'NNP'), ('to', 'TO'), ('the', 'DT'), ('diamond', 'NN')]","['ADJ', 'ADP', 'DET', 'NOUN']",[],0,0,4,0,0,{'assickktob'},1
US1641194A,1919-04-14,Commutator,['Commutator'],"[('Commutator', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'commutator'},1
US1641216A,1927-09-06,A cobposatiom,"['A', 'cobposatiom']","[('A', 'DT'), ('cobposatiom', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,0,{'cobposatiom'},1
US1641218A,1924-05-07,Straightforward trunking system,"['Straightforward', 'trunking', 'system']","[('Straightforward', 'NNP'), ('trunking', 'NN'), ('system', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'trunking'},1
US1641239A,1926-11-18,Oil cleaner and rectifier,"['Oil', 'cleaner', 'and', 'rectifier']","[('Oil', 'NN'), ('cleaner', 'NN'), ('and', 'CC'), ('rectifier', 'NN')]","['NOUN', 'ADJ', 'CCONJ', 'ADJ', 'SPACE']",[],0,0,5,0,0,{'rectifier'},1
US1641241A,1924-08-23,Manufacture of lead electrode for accumulators,"['Manufacture', 'of', 'lead', 'electrode', 'for', 'accumulators']","[('Manufacture', 'NN'), ('of', 'IN'), ('lead', 'JJ'), ('electrode', 'NN'), ('for', 'IN'), ('accumulators', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'accumulators'},1
US1641265A,1924-04-23,Insulating inclosure,"['Insulating', 'inclosure']","[('Insulating', 'VBG'), ('inclosure', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'inclosure'},1
US1641270A,1922-04-29,Transformer bushing support,"['Transformer-bushing', 'support']","[('Transformer-bushing', 'JJ'), ('support', 'NN')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'bushing'},1
US1641280A,1926-07-14,Sirup pump,"['Sirup', 'pump']","[('Sirup', 'NNP'), ('pump', 'NN')]","['NOUN', 'VERB', 'SPACE']",[],0,0,3,0,0,{'sirup'},1
US1641282A,1926-09-15,V shaped appliance for tractor wheel lugs,"['V-shaped', 'appliance', 'for', 'tractor-wheel', 'lugs']","[('V-shaped', 'JJ'), ('appliance', 'NN'), ('for', 'IN'), ('tractor-wheel', 'NN'), ('lugs', 'NNS')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,10,0,0,{'v'},1
US1641303A,1926-01-18,Furring nail,"['Furring', 'nail']","[('Furring', 'VBG'), ('nail', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'furring'},1
US1641322A,1921-10-15,Process for the production of filmlike bands from cellulose solutions and similar initial materials,"['Process', 'for', 'the', 'production', 'of', 'filmlike', 'bands', 'from', 'cellulose', 'solutions', 'and', 'similar', 'initial', 'materials']","[('Process', 'NN'), ('for', 'IN'), ('the', 'DT'), ('production', 'NN'), ('of', 'IN'), ('filmlike', 'JJ'), ('bands', 'NNS'), ('from', 'IN'), ('cellulose', 'JJ'), ('solutions', 'NNS'), ('and', 'CC'), ('similar', 'JJ'), ('initial', 'JJ'), ('materials', 'NNS')]","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'SPACE']",[],0,0,15,0,0,{'filmlike'},1
US1641326A,1926-08-24,Process of remelting chromium steel scrap,"['Process', 'of', 'remelting', 'chromium', 'steel', 'scrap']","[('Process', 'NN'), ('of', 'IN'), ('remelting', 'VBG'), ('chromium', 'NN'), ('steel', 'NN'), ('scrap', 'NN')]","['NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'remelting'},1
US1641331A,1925-07-21,Tracklaying tractor,"['Tracklaying', 'tractor']","[('Tracklaying', 'VBG'), ('tractor', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'tracklaying'},1
US1641332A,1920-09-04,Carbureting device,"['Carbureting', 'device']","[('Carbureting', 'VBG'), ('device', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'carbureting'},1
US1641334A,1924-02-25,Rebound retarder,"['Rebound', 'retarder']","[('Rebound', 'NNP'), ('retarder', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'retarder'},1
US1641347A,1923-12-20,Hydrator,['Hydrator'],"[('Hydrator', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'hydrator'},1
US1641354A,1926-07-09,Locking device for semitrailers,"['Locking', 'device', 'for', 'semitrailers']","[('Locking', 'VBG'), ('device', 'NN'), ('for', 'IN'), ('semitrailers', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'semitrailers'},1
US1641361A,1925-09-01,Abrading apparatus,"['Abrading', 'apparatus']","[('Abrading', 'VBG'), ('apparatus', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'abrading'},1
US1641367A,1922-03-22,Can exhauster,"['Can', 'exhauster']","[('Can', 'MD'), ('exhauster', 'VB')]","['AUX', 'VERB', 'SPACE']",[],0,0,3,0,0,{'exhauster'},1
US1641368A,1922-04-28,Electric pulsator,"['Electric', 'pulsator']","[('Electric', 'NNP'), ('pulsator', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'pulsator'},1
US1641393A,1924-12-22,Automatic rotary pulverizing cultivator,"['Automatic', 'rotary', 'pulverizing', 'cultivator']","[('Automatic', 'NNP'), ('rotary', 'NN'), ('pulverizing', 'NN'), ('cultivator', 'NN')]","['ADJ', 'ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'cultivator'},1
US1641402A,1922-12-29,"Spherically, chromatically, and astigmatically corrected three lens cemented objective","['Spherically,', 'chromatically,', 'and', 'astigmatically', 'corrected', 'three-lens', 'cemented', 'objective']","[('Spherically,', 'NNP'), ('chromatically,', 'NN'), ('and', 'CC'), ('astigmatically', 'RB'), ('corrected', 'VBN'), ('three-lens', 'NNS'), ('cemented', 'VBD'), ('objective', 'JJ')]","['ADV', 'PUNCT', 'ADV', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'NUM', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'SPACE']",['CARDINAL'],0,0,13,0,0,"{'chromatically,', 'astigmatically', 'spherically,'}",1
US1641410A,1925-03-25,X ray tube and installation for operating the said tube,"['X-ray', 'tube', 'and', 'installation', 'for', 'operating', 'the', 'said', 'tube']","[('X-ray', 'JJ'), ('tube', 'NN'), ('and', 'CC'), ('installation', 'NN'), ('for', 'IN'), ('operating', 'VBG'), ('the', 'DT'), ('said', 'VBD'), ('tube', 'NN')]","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'VERB', 'DET', 'VERB', 'NOUN', 'SPACE']",[],0,0,12,0,0,{'x'},1
US1641413A,1925-12-21,Cellulose acetate composition of low inflammability,"['Cellulose-acetate', 'composition', 'of', 'low', 'inflammability']","[('Cellulose-acetate', 'JJ'), ('composition', 'NN'), ('of', 'IN'), ('low', 'JJ'), ('inflammability', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'inflammability'},1
US1641435A,1923-02-12,Mechanism for operating reciprocating conveyers or screens,"['Mechanism', 'for', 'operating', 'reciprocating', 'conveyers', 'or', 'screens']","[('Mechanism', 'NN'), ('for', 'IN'), ('operating', 'VBG'), ('reciprocating', 'VBG'), ('conveyers', 'NNS'), ('or', 'CC'), ('screens', 'NNS')]","['NOUN', 'ADP', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'conveyers'},1
US1641452A,1927-09-06,Driven pressure bar eor veneer machines,"['Driven', 'pressure', 'bar', 'eor', 'veneer', 'machines']","[('Driven', 'NNP'), ('pressure', 'NN'), ('bar', 'NN'), ('eor', 'NN'), ('veneer', 'NN'), ('machines', 'NNS')]","['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN']",[],0,0,6,0,0,{'eor'},1
US1641459A,1925-01-26,Upedging and collapsing portable bed,"['Upedging', 'and', 'collapsing', 'portable', 'bed']","[('Upedging', 'VBG'), ('and', 'CC'), ('collapsing', 'VBG'), ('portable', 'JJ'), ('bed', 'NN')]","['VERB', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'upedging'},1
US1641486A,1924-12-19,Gear pump oiler,"['Gear-pump', 'oiler']","[('Gear-pump', 'NNP'), ('oiler', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'oiler'},1
US1641490A,1926-02-24,Retreading mold,"['Retreading', 'mold']","[('Retreading', 'VBG'), ('mold', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'retreading'},1
US1641491A,1921-11-03,Rheostat for liquid level indicators,"['Rheostat', 'for', 'liquid-level', 'indicators']","[('Rheostat', 'NNP'), ('for', 'IN'), ('liquid-level', 'JJ'), ('indicators', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'rheostat'},1
US1641502A,1927-04-08,"Combination bumper, luggage carrier, and trailer hitch attachment","['Combination', 'bumper,', 'luggage', 'carrier,', 'and', 'trailer', 'hitch', 'attachment']","[('Combination', 'NNP'), ('bumper,', 'NN'), ('luggage', 'NN'), ('carrier,', 'NN'), ('and', 'CC'), ('trailer', 'NN'), ('hitch', 'NN'), ('attachment', 'NN')]","['NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,11,0,0,"{'bumper,', 'carrier,'}",1
US1641511A,1926-02-17,Penholder,['Penholder'],"[('Penholder', 'NN')]","['NOUN', 'SPACE']",[],0,0,2,0,0,{'penholder'},1
US1641512A,1926-12-23,"Manhole frame, cover, and hydrant holding assemblage","['Manhole', 'frame,', 'cover,', 'and', 'hydrant-holding', 'assemblage']","[('Manhole', 'NNP'), ('frame,', 'NN'), ('cover,', 'NN'), ('and', 'CC'), ('hydrant-holding', 'JJ'), ('assemblage', 'NN')]","['NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,11,0,0,"{'cover,', 'frame,'}",1
US1641519A,1924-09-02,Rotary casing swage,"['Rotary', 'casing', 'swage']","[('Rotary', 'JJ'), ('casing', 'NN'), ('swage', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'swage'},1
US1641530A,1926-10-23,Radiotube socket,"['Radiotube', 'socket']","[('Radiotube', 'NNP'), ('socket', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'radiotube'},1
US1641533A,1925-03-18,Pitman end,"['Pitman', 'end']","[('Pitman', 'NNP'), ('end', 'NN')]","['NOUN', 'VERB', 'SPACE']",[],0,0,3,0,0,{'pitman'},1
US1641547A,1924-06-09,Expansible packing,"['Expansible', 'packing']","[('Expansible', 'JJ'), ('packing', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'expansible'},1
US1641564A,1922-12-14,Electroresponsive cell,"['Electroresponsive', 'cell']","[('Electroresponsive', 'NNP'), ('cell', 'NN')]","['ADJ', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'electroresponsive'},1
US1641585A,1925-09-11,Brickmaking plant,"['Brickmaking', 'plant']","[('Brickmaking', 'NN'), ('plant', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'brickmaking'},1
US1641597A,1925-06-10,Nonshrinkage cavity ingot mold,"['Nonshrinkage', 'cavity', 'ingot', 'mold']","[('Nonshrinkage', 'NN'), ('cavity', 'NN'), ('ingot', 'VBD'), ('mold', 'JJ')]","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'nonshrinkage'},1
US1641627A,1926-07-27,"Coupling for wires, etc.","['Coupling', 'for', 'wires,', 'etc.']","[('Coupling', 'VBG'), ('for', 'IN'), ('wires,', 'NN'), ('etc.', 'NN')]","['VERB', 'ADP', 'NOUN', 'PUNCT', 'X', 'X', 'SPACE']",[],0,0,7,0,0,"{'wires,', 'etc.'}",1
US1641632A,1925-05-21,Automatic dwell control device for embossing presses,"['Automatic', 'dwell-control', 'device', 'for', 'embossing', 'presses']","[('Automatic', 'JJ'), ('dwell-control', 'NN'), ('device', 'NN'), ('for', 'IN'), ('embossing', 'VBG'), ('presses', 'NNS')]","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'SPACE']",[],0,0,9,0,0,{'embossing'},1
US1641637A,1924-04-11,"Composition applicable for roofing road surfacing, and other purposes","['Composition', 'applicable', 'for', 'roofing', 'road', 'surfacing,', 'and', 'other', 'purposes']","[('Composition', 'NNP'), ('applicable', 'JJ'), ('for', 'IN'), ('roofing', 'VBG'), ('road', 'NN'), ('surfacing,', 'NN'), ('and', 'CC'), ('other', 'JJ'), ('purposes', 'NNS')]","['NOUN', 'ADJ', 'ADP', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'SPACE']",[],0,0,11,0,0,"{'surfacing,'}",1
US1641671A,1925-11-14,Semifluid dispensing device,"['Semifluid-dispensing', 'device']","[('Semifluid-dispensing', 'JJ'), ('device', 'NN')]","['NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",['ORG'],0,0,5,0,0,{'semifluid'},1
US1641689A,1927-02-07,Repairing overshoe heel,"['Repairing', 'overshoe', 'heel']","[('Repairing', 'VBG'), ('overshoe', 'RP'), ('heel', 'NN')]","['VERB', 'PRON', 'VERB', 'SPACE']",[],0,0,4,0,0,{'overshoe'},1
US1641724A,1924-09-08,Automatic reclosing circuit breaker system,"['Automatic', 'reclosing', 'circuit-breaker', 'system']","[('Automatic', 'JJ'), ('reclosing', 'VBG'), ('circuit-breaker', 'NN'), ('system', 'NN')]","['ADJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'reclosing'},1
US1641738A,1926-04-14,Actuating device for door and window transoms,"['Actuating', 'device', 'for', 'door', 'and', 'window', 'transoms']","[('Actuating', 'NNP'), ('device', 'NN'), ('for', 'IN'), ('door', 'NN'), ('and', 'CC'), ('window', 'NN'), ('transoms', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,"{'actuating', 'transoms'}",1
US1641754A,1926-11-22,Bushing remover,"['Bushing', 'remover']","[('Bushing', 'VBG'), ('remover', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'bushing'},1
US1641757A,1924-05-26,Combined voltmeter and phase rotation indicator,"['Combined', 'voltmeter', 'and', 'phase-rotation', 'indicator']","[('Combined', 'VBN'), ('voltmeter', 'NN'), ('and', 'CC'), ('phase-rotation', 'NN'), ('indicator', 'NN')]","['ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'voltmeter'},1
US1641758A,1923-12-27,Automatic reclosing circuit breaker system,"['Automatic', 'reclosing', 'circuit-breaker', 'system']","[('Automatic', 'JJ'), ('reclosing', 'VBG'), ('circuit-breaker', 'NN'), ('system', 'NN')]","['ADJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,7,0,0,{'reclosing'},1
US1641762A,1927-02-17,Summation metering system,"['Summation', 'metering', 'system']","[('Summation', 'NNP'), ('metering', 'NN'), ('system', 'NN')]","['NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'metering'},1
US1641781A,1926-09-18,Loaf creasing and cutting apparatus,"['Loaf', 'creasing', 'and', 'cutting', 'apparatus']","[('Loaf', 'NNP'), ('creasing', 'NN'), ('and', 'CC'), ('cutting', 'VBG'), ('apparatus', 'NN')]","['NOUN', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'creasing'},1
US1641784A,1926-12-13,Piece feeder for flatwork ironers,"['Piece', 'feeder', 'for', 'flatwork', 'ironers']","[('Piece', 'NNP'), ('feeder', 'NN'), ('for', 'IN'), ('flatwork', 'NN'), ('ironers', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,"{'ironers', 'flatwork'}",1
US1641793A,1926-04-29,Hollow structure of plastic material and process and means for producing the same centrifugally,"['Hollow', 'structure', 'of', 'plastic', 'material', 'and', 'process', 'and', 'means', 'for', 'producing', 'the', 'same', 'centrifugally']","[('Hollow', 'NNP'), ('structure', 'NN'), ('of', 'IN'), ('plastic', 'JJ'), ('material', 'NN'), ('and', 'CC'), ('process', 'NN'), ('and', 'CC'), ('means', 'NNS'), ('for', 'IN'), ('producing', 'VBG'), ('the', 'DT'), ('same', 'JJ'), ('centrifugally', 'RB')]","['ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'SPACE']",[],0,0,15,0,0,{'centrifugally'},1
US1641804A,1926-08-11,Process for breaking petroleum emulsions,"['Process', 'for', 'breaking', 'petroleum', 'emulsions']","[('Process', 'NN'), ('for', 'IN'), ('breaking', 'VBG'), ('petroleum', 'NN'), ('emulsions', 'NNS')]","['NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'emulsions'},1
US1641805A,1927-02-11,Santitary shaving cup,"['Santitary', 'shaving', 'cup']","[('Santitary', 'JJ'), ('shaving', 'NN'), ('cup', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'santitary'},1
US1641837A,1923-03-07,Battery connecter,"['Battery', 'connecter']","[('Battery', 'NNP'), ('connecter', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'connecter'},1
US1641842A,1926-10-11,Insulating means for storage battery plates and separators,"['Insulating', 'means', 'for', 'storage-battery', 'plates', 'and', 'separators']","[('Insulating', 'VBG'), ('means', 'NNS'), ('for', 'IN'), ('storage-battery', 'JJ'), ('plates', 'NNS'), ('and', 'CC'), ('separators', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE']",[],0,0,10,0,0,{'separators'},1
US1641853A,1926-07-12,Refrigerating unit,"['Refrigerating', 'unit']","[('Refrigerating', 'VBG'), ('unit', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'refrigerating'},1
US1641868A,1920-11-22,Valve seat reamer,"['Valve-seat', 'reamer']","[('Valve-seat', 'JJ'), ('reamer', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'reamer'},1
US1641899A,1924-08-20,System of ventilating and humidifying,"['System', 'of', 'ventilating', 'and', 'humidifying']","[('System', 'NN'), ('of', 'IN'), ('ventilating', 'VBG'), ('and', 'CC'), ('humidifying', 'VBG')]","['NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'SPACE']",[],0,0,6,0,0,{'humidifying'},1
US1641921A,1923-02-20,"Combined casing head, oil saver, and tubing lander","['Combined', 'casing', 'head,', 'oil', 'saver,', 'and', 'tubing', 'lander']","[('Combined', 'VBN'), ('casing', 'VBG'), ('head,', 'JJ'), ('oil', 'NN'), ('saver,', 'NN'), ('and', 'CC'), ('tubing', 'VBG'), ('lander', 'NN')]","['ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'NOUN', 'SPACE']",[],0,0,11,0,0,"{'saver,', 'head,'}",1
US1641929A,1925-09-16,Typewriting machine,"['Typewriting', 'machine']","[('Typewriting', 'VBG'), ('machine', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'typewriting'},1
US1641933A,1921-10-11,Irunking arrangement,"['Irunking', 'arrangement']","[('Irunking', 'VBG'), ('arrangement', 'NN')]","['VERB', 'NOUN']",[],0,0,2,0,0,{'irunking'},1
US1641959A,1927-02-19,Scraper frame for rubber refiners,"['Scraper', 'frame', 'for', 'rubber', 'refiners']","[('Scraper', 'NNP'), ('frame', 'NN'), ('for', 'IN'), ('rubber', 'NN'), ('refiners', 'NNS')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'refiners'},1
US1641963A,1923-12-10,Valve guide bushing,"['Valve-guide', 'bushing']","[('Valve-guide', 'JJ'), ('bushing', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'bushing'},1
US1641966A,1927-05-09,Dike or revetment,"['Dike', 'or', 'revetment']","[('Dike', 'NN'), ('or', 'CC'), ('revetment', 'NN')]","['NOUN', 'CCONJ', 'VERB', 'SPACE']",[],0,0,4,0,0,{'revetment'},1
US1641975A,1926-04-08,Heat exchanger with self draining tube surface,"['Heat', 'exchanger', 'with', 'self-draining', 'tube', 'surface']","[('Heat', 'NNP'), ('exchanger', 'NN'), ('with', 'IN'), ('self-draining', 'JJ'), ('tube', 'NN'), ('surface', 'NN')]","['NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'NOUN', 'SPACE']",[],0,0,9,0,0,{'exchanger'},1
US1642001A,1925-05-25,Autostarter for induction motors,"['Autostarter', 'for', 'induction', 'motors']","[('Autostarter', 'NNP'), ('for', 'IN'), ('induction', 'NN'), ('motors', 'NNS')]","['VERB', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'autostarter'},1
US1642011A,1921-06-15,Light telephony,"['Light', 'telephony']","[('Light', 'NNP'), ('telephony', 'NN')]","['NOUN', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'telephony'},1
US1642015A,1921-06-04,Refrigerating apparatus,"['Refrigerating', 'apparatus']","[('Refrigerating', 'VBG'), ('apparatus', 'NN')]","['VERB', 'NOUN', 'SPACE']",[],0,0,3,0,0,{'refrigerating'},1
US1642041A,1922-01-07,Inductor type frequency changer,"['Inductor-type', 'frequency', 'changer']","[('Inductor-type', 'JJ'), ('frequency', 'NN'), ('changer', 'NN')]","['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,{'inductor'},1
US1642046A,1925-08-19,Interlocking underbelt,"['Interlocking', 'underbelt']","[('Interlocking', 'VBG'), ('underbelt', 'NN')]","['VERB', 'VERB', 'SPACE']",[],0,0,3,0,0,{'underbelt'},1
US1642050A,1926-11-26,Foldable waterproof boot,"['Foldable', 'waterproof', 'boot']","[('Foldable', 'JJ'), ('waterproof', 'NN'), ('boot', 'NN')]","['ADJ', 'ADJ', 'NOUN', 'SPACE']",[],0,0,4,0,0,{'foldable'},1
US1642051A,1925-07-28,Aerator for flotation ore separators,"['Aerator', 'for', 'flotation', 'ore', 'separators']","[('Aerator', 'NN'), ('for', 'IN'), ('flotation', 'NN'), ('ore', 'NN'), ('separators', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,0,"{'aerator', 'separators'}",1
US1642053A,1922-10-14,Truing lathe for wood pulp grinders,"['Truing', 'lathe', 'for', 'wood-pulp', 'grinders']","[('Truing', 'VBG'), ('lathe', 'NN'), ('for', 'IN'), ('wood-pulp', 'JJ'), ('grinders', 'NNS')]","['VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,8,0,0,{'truing'},1
US1642054A,1925-03-19,Process for treating animal tissues and products obtained therefrom,"['Process', 'for', 'treating', 'animal', 'tissues', 'and', 'products', 'obtained', 'therefrom']","[('Process', 'NN'), ('for', 'IN'), ('treating', 'VBG'), ('animal', 'JJ'), ('tissues', 'NNS'), ('and', 'CC'), ('products', 'NNS'), ('obtained', 'VBN'), ('therefrom', 'IN')]","['NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'SPACE']",[],0,0,10,0,0,{'therefrom'},1
US1642069A,1926-01-14,Socket for scaffold trestles,"['Socket', 'for', 'scaffold', 'trestles']","[('Socket', 'NN'), ('for', 'IN'), ('scaffold', 'JJ'), ('trestles', 'NNS')]","['NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'trestles'},1
US1642070A,1922-07-27,Short circuiting device,"['Short-circuiting', 'device']","[('Short-circuiting', 'JJ'), ('device', 'NN')]","['ADJ', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,5,0,0,{'circuiting'},1
US1642084A,1927-09-13,Henki pbehot,"['Henki', 'pbehot']","[('Henki', 'NNP'), ('pbehot', 'NN')]","['ADJ', 'NOUN']",['ORG'],0,0,2,0,0,"{'pbehot', 'henki'}",1
